Community,WT_Rxns_high_fiber_vmh,WT_Growth_high_fiber_vmh,WT_M1_Growth_high_fiber_vmh,WT_M2_Growth_high_fiber_vmh,MRM_Rxns_high_fiber_vmh,MRM_Growth_high_fiber_vmh,MRM_M1_Growth_high_fiber_vmh,MRM_M2_Growth_high_fiber_vmh,WT_Rxns_Mediterranian,WT_Growth_Mediterranian,WT_M1_Growth_Mediterranian,WT_M2_Growth_Mediterranian,MRM_Rxns_Mediterranian,MRM_Growth_Mediterranian,MRM_M1_Growth_Mediterranian,MRM_M2_Growth_Mediterranian,WT_Rxns_Unhealthy,WT_Growth_Unhealthy,WT_M1_Growth_Unhealthy,WT_M2_Growth_Unhealthy,MRM_Rxns_Unhealthy,MRM_Growth_Unhealthy,MRM_M1_Growth_Unhealthy,MRM_M2_Growth_Unhealthy,WT_Rxns_vegetarian_diet,WT_Growth_vegetarian_diet,WT_M1_Growth_vegetarian_diet,WT_M2_Growth_vegetarian_diet,MRM_Rxns_vegetarian_diet,MRM_Growth_vegetarian_diet,MRM_M1_Growth_vegetarian_diet,MRM_M2_Growth_vegetarian_diet,WT_Rxns_Western_VMH,WT_Growth_Western_VMH,WT_M1_Growth_Western_VMH,WT_M2_Growth_Western_VMH,MRM_Rxns_Western_VMH,MRM_Growth_Western_VMH,MRM_M1_Growth_Western_VMH,MRM_M2_Growth_Western_VMH,WT_Rxns_No_Diet,WT_Growth_No_Diet,WT_M1_Growth_No_Diet,WT_M2_Growth_No_Diet,MRM_Rxns_No_Diet,MRM_Growth_No_Diet,MRM_M1_Growth_No_Diet,MRM_M2_Growth_No_Diet
Bacteroides_caccae_ATCC_43185_AND_Veillonella_atypica_ACS_049_V_Sch6,1083,0.0172605283515651,0.0159186067627845,0.00134192158878061,915,0.0172605283515651,0.0159186067627845,0.00134192158878061,1102,0.028719186127247,0.0159186067627845,0.0128005793644625,909,0.028719186127247,0.0159186067627845,0.0128005793644625,1144,0.0220124413841565,0.0159186067627845,0.00609383462137198,394,0.0159186067627845,0.0159186067627845,0,1126,0.0197028580691062,0.0159186067627845,0.0037842513063217,902,0.0197316974593204,0.0159186067627845,0.00381309069653592,1195,0.121413029936435,0.0187378204167291,0.102675209519706,904,0.109853561905982,0.00717835238627575,0.102675209519706,1128,104.003158315073,52.1699733485518,51.833184966521,945,71.7849091750025,52.1699733485518,19.6149358264507
Bacteroides_coprocola_M16_DSM_17136_AND_Bacteroides_eggerthii_DSM_20697,693,0.0159186067627845,0.0159186067627845,0,807,0.00935394304661506,0.0056225979137193,0.00373134513289576,693,0.0159186067627845,0.0159186067627845,0,807,0.00935394304661506,0.0056225979137193,0.00373134513289576,691,0.0159186067627845,0.0159186067627845,0,801,0.00935394304661505,0.00562259791371927,0.00373134513289577,687,0.0159186067627845,0.0159186067627845,0,805,0.0093539430466151,0.00562259791371935,0.00373134513289575,982,0.0174010714027175,0.0110052121036164,0.00639585929910112,806,0.0142479368987371,0.00605984061789786,0.00818809628083921,951,68.7369353644727,65.1977387621014,3.53919660237126,793,57.2475123843693,53.708315781998,3.53919660237126
Bacteroides_coprocola_M16_DSM_17136_AND_Bacteroides_fragilis_NCTC_9343,920,0.185783282412536,0,0.185783282412536,522,0.185783282412536,0,0.185783282412536,944,0.145252274036523,0,0.145252274036523,522,0.145252274036523,0,0.145252274036523,947,0.0596911214264911,0,0.0596911214264911,527,0.0596911214264911,0,0.0596911214264911,984,0.115659624961341,0,0.115659624961341,533,0.115659624961341,0,0.115659624961341,892,0.0218960201793722,0,0.0218960201793722,573,0.0218960201793722,0,0.0218960201793722,1190,102.318749360991,57.5884838512082,44.7302655097828,982,67.6777902555558,48.2964602374636,19.3813300180922
Bacteroides_coprocola_M16_DSM_17136_AND_Bacteroides_intestinalis_341_DSM_17393,669,0.031837213525569,0,0.031837213525569,373,0.031837213525569,0,0.031837213525569,684,0.0318372135251056,0,0.0318372135251056,762,0.031837213525569,0.0056225979137193,0.0262146156118497,660,0.0236680868564973,0,0.0236680868564973,377,0.0236680868564973,0,0.0236680868564973,677,0.031837213525569,0,0.031837213525569,764,0.031837213525569,0.00562259791371935,0.0262146156118497,694,0.0187378204167291,0,0.0187378204167291,803,0.0187378204167291,0.010052249228085,0.00868557118864416,973,104.186800362266,61.9340349550996,42.252765407166,794,91.6877946497093,40.3205696596613,51.3672249900481
Bacteroides_coprocola_M16_DSM_17136_AND_Bacteroides_stercoris_ATCC_43183,1043,0.0129789070505777,0.00562259791363741,0.00735630913694031,810,0.0129789070507584,0.00562259791371924,0.0073563091370392,1037,0.0129789070505777,0.00562259791363735,0.00735630913694031,809,0.0129789070507585,0.00562259791371935,0.00735630913703913,1032,0.0129789070508228,0.00562259791394447,0.00735630913687829,803,0.0129789070507585,0.00562259791371941,0.00735630913703909,1005,0.0129789070507198,0.00562259791358375,0.00735630913713601,819,0.0129789070507585,0.00562259791371935,0.00735630913703914,1009,0.0187378204167291,0.0100522492284595,0.00868557118826966,439,0.0142479368987371,0,0.0142479368987371,996,74.7580778864508,65.1977387621014,9.5603391243494,799,63.8834818381009,54.3231427137515,9.56033912434942
Bacteroides_coprocola_M16_DSM_17136_AND_Bacteroides_thetaiotaomicron_VPI_5482,892,0.0318317653005746,0,0.0318317653005746,563,0.0318317653005746,0,0.0318317653005746,865,0.0318317653005746,0,0.0318317653005746,545,0.0318317653005746,0,0.0318317653005746,866,0.0318317653005746,0,0.0318317653005746,544,0.0318317653005746,0,0.0318317653005746,880,0.0318317653005746,0,0.0318317653005746,573,0.0318317653005746,0,0.0318317653005746,862,0.0218960201793722,0,0.0218960201793722,580,0.0218960201793722,0,0.0218960201793722,1147,121.960908185534,48.7083121238309,73.2525960617032,963,111.424288850893,38.1716927891895,73.2525960617033
Bacteroides_coprocola_M16_DSM_17136_AND_Bacteroides_uniformis_ATCC_8492,753,0.0159186067627845,0.0159186067627845,0,412,0.0159186067627845,0,0.0159186067627845,752,0.0159186067625528,0.0159186067625528,0,412,0.0159186067627845,0,0.0159186067627845,747,0.0159186067625528,0.0159186067625528,0,796,0.0159186067627845,0.0056225979137193,0.0102960088490652,736,0.0159186067634215,0.0159186067634215,0,799,0.0159186067627845,0.00142344990298051,0.014495156859804,710,0.0286534921730121,0,0.0286534921730121,382,0.0286534921730121,0,0.0286534921730121,976,117.468177166004,63.205104297314,54.2630728686905,806,89.3865552207047,39.1691232010236,50.2174320196811
Bacteroides_coprocola_M16_DSM_17136_AND_Bifidobacterium_adolescentis_ATCC_15703,1022,0.0451379194393413,0.0159186067629872,0.0292193126763542,860,0.0348419105830484,0.0056225979137193,0.0292193126693291,1027,0.0612976395550006,0.0159186067627845,0.0453790327922162,839,0.0510016307059355,0.00562259791371935,0.0453790327922161,1056,0.0315437379652139,0.0159186067627845,0.0156251312024295,853,0.0212477291080698,0.00562259791371933,0.0156251311943505,1040,0.0256217619694467,0.0159186067629872,0.00970315520645948,854,0.0153257531234593,0.0056225979137193,0.00970315520973997,1039,0.101540439844478,0.0187378204167291,0.0828026194277486,850,0.0908990929917542,0.00809647356400567,0.0828026194277486,996,101.398838615555,43.6124929479264,57.7863456676287,856,87.3705160178052,37.526098306399,49.8444177114062
Bacteroides_coprocola_M16_DSM_17136_AND_Bifidobacterium_bifidum_PRL2010,1071,0.034841910583268,0.00562259791393788,0.0292193126693301,854,0.0315475214092701,0.00562259791371933,0.0259249234955508,1049,0.0510016307140036,0.00562259791394433,0.0453790328000592,854,0.0315475214092701,0.00562259791371933,0.0259249234955508,1058,0.0212477291163738,0.00562259791394432,0.0156251312024295,838,0.0212477291080704,0.00562259791371941,0.015625131194351,1033,0.0153257531200974,0.00562259791363753,0.00970315520645983,841,0.0153257531234593,0.0056225979137193,0.00970315520973997,869,6.72802626621454,0,6.72802626621454,590,6.72802626621454,0,6.72802626621454,1030,124.075719110552,49.6297536626556,74.4459654478967,849,93.1078270938394,37.6374543827937,55.4703727110456
Bacteroides_coprocola_M16_DSM_17136_AND_Bifidobacterium_longum_NCC2705,879,0.066905479270765,0.0159186067627845,0.0509868725079806,691,0.0244893548389512,0.00562259791371936,0.0188667569252318,918,0.0575938825715284,0.00402627233945367,0.0535676102320747,691,0.0244893548389512,0.00562259791371936,0.0188667569252318,598,0.0236680868564973,0,0.0236680868564973,678,0.0129116413484438,0.0056225979137193,0.00728904343472446,896,0.0403729458709863,0.0159186067627845,0.0244543391082018,679,0.0244674592335823,0.00307479749848699,0.0213926617350954,679,0.0187378204167291,0.0187378204167291,0,684,0.0187378204167291,0.000218332265073746,0.0185194881516554,848,117.775339459428,52.1291946884938,65.6461447709345,696,91.5205580536768,40.7888079692068,50.73175008447
Bacteroides_coprocola_M16_DSM_17136_AND_Bilophila_wadsworthia_3_1_6,955,0.00607095698501875,0.00562259791394435,0.000448359071074401,769,0.00607020470131177,0.00562259791371935,0.00044760678759242,962,0.00607095698532007,0.00562259791394436,0.000448359071375711,768,0.0060702047013118,0.00562259791371941,0.000447606787592393,953,0.00607095698517192,0.00562259791408528,0.000448359071086633,764,0.0060702047013117,0.0056225979137193,0.000447606787592404,955,0.00607095698439814,0.00562259791409782,0.000448359070300317,768,0.0060702047013118,0.00562259791371941,0.000447606787592393,970,0.0145358399395672,0.0100522492278454,0.00448359071172174,770,0.0145358399388942,0.0100522492280849,0.00448359071080936,942,87.5841683371729,61.348439043879,26.2357292932939,769,66.0242132493025,53.3699314652356,12.6542817840669
Bacteroides_coprocola_M16_DSM_17136_AND_Blautia_wexlerae_DSM_19850,1015,0.0482334355207983,0.00562259791391054,0.0426108376068878,857,0.0205066865847846,0.00562259791371937,0.0148840886710652,1060,0.0482334355194538,0.00562259791371935,0.0426108376057344,855,0.0205066865847846,0.00562259791371935,0.0148840886710652,1005,0.0233719387389132,0.0056225979141946,0.0177493408247186,849,0.0233505741159662,0.0043207660123354,0.0190298081036308,1042,0.0322550630015655,0.00562259791348499,0.0266324650880805,855,0.0269146820925158,0.0056225979137194,0.0212920841787964,1049,0.0414508627907953,0.0100522492278459,0.0313986135629493,857,0.0167058083127935,0.0100522492280849,0.00665355908470864,1009,96.5145313454148,58.5090495377208,38.005481807694,882,69.1350106389392,50.53595100581,18.5990596331292
Bacteroides_coprocola_M16_DSM_17136_AND_Citrobacter_amalonaticus_Y19,968,0.185783282412536,0,0.185783282412536,516,0.185783282412536,0,0.185783282412536,941,0.142575328749595,0,0.142575328749595,516,0.142575328749595,0,0.142575328749595,938,0.0596911214264911,0,0.0596911214264911,518,0.0596911214264911,0,0.0596911214264911,998,0.0771064166408938,0,0.0771064166408938,512,0.0771064166408938,0,0.0771064166408938,993,8.97070168828606,0,8.97070168828606,927,4.4869524733031,0.0100522492280849,4.47690022407502,1207,186.949453654501,62.0155924693571,124.933861185144,951,141.384416064906,37.2728650772864,104.111550987619
Bacteroides_coprocola_M16_DSM_17136_AND_Clostridium_clostridioforme_CM201,1074,0.0170181924173469,0.00562259791370331,0.0113955945036436,831,0.017018192417363,0.00562259791371936,0.0113955945036436,1075,0.0233205178655031,0.00562259791372915,0.017697919951774,840,0.0233205178654933,0.0056225979137193,0.017697919951774,1052,0.0117164325383226,0.00562259791379999,0.00609383462452259,823,0.0117164325350914,0.00562259791371942,0.00609383462137198,1098,0.00940684922004085,0.00562259791371921,0.00378425130632164,844,0.00940684922132031,0.00562259791371935,0.00378425130760096,771,0.0193080012357121,0,0.0193080012357121,456,0.0193080012357121,0,0.0193080012357121,1067,120.401734178069,55.8334728704876,64.5682613075813,870,93.1479356259659,51.6082761561925,41.5396594697735
Bacteroides_coprocola_M16_DSM_17136_AND_Collinsella_tanakaei_YIT_12063,1028,0.0170181924175879,0.00562259791394432,0.0113955945036436,841,0.017018192417363,0.00562259791371935,0.0113955945036436,1070,0.0184231772784712,0.0056225979140087,0.0128005793644625,837,0.0184231772781818,0.00562259791371928,0.0128005793644625,1077,0.0117164325384564,0.00562259791393385,0.00609383462452258,832,0.0117164325350913,0.0056225979137193,0.00609383462137198,1053,0.00940684921995928,0.00562259791363759,0.0037842513063217,847,0.0094068492213202,0.00562259791371925,0.00378425130760096,1050,0.0435966033851045,0.0100522492287661,0.0335443541563384,854,0.0224997767047099,0.00482321757562974,0.0176765591290802,1048,116.820782669556,55.6710445816007,61.1497380879552,881,96.8194963039354,37.6374543827937,59.1820419211416
Bacteroides_coprocola_M16_DSM_17136_AND_Coprococcus_catus_GD_7,1027,0.0170181924172934,0.00562259791425107,0.0113955945030424,826,0.017018192417363,0.00562259791371935,0.0113955945036436,1032,0.0233205178547653,0.00562259791425122,0.017697919940514,835,0.0209608473053994,0.00506573874530477,0.0158951085600946,1018,0.0117164325351194,0.00562259791374744,0.00609383462137196,822,0.0117164325350914,0.0056225979137194,0.00609383462137198,1012,0.00940684922742542,0.00562259791394434,0.00378425131348109,833,0.00940684922132025,0.0056225979137193,0.00378425130760096,1028,0.0434992354207524,0.0100522492284596,0.0334469861922929,446,0.0243728064474197,0,0.0243728064474197,1053,112.443855296823,64.4259873186474,48.0178679781757,879,84.9017661541061,51.5828017093165,33.3189644447896
Bacteroides_coprocola_M16_DSM_17136_AND_Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,1155,0.0909679594960996,0.00562259791379095,0.0853453615823086,496,0.0853453615821132,0,0.0853453615821132,1138,0.0950565845838478,0.00562259791363748,0.0894339866702103,500,0.0894339866702823,0,0.0894339866702823,865,0.0596911214264911,0,0.0596911214264911,496,0.0596911214264911,0,0.0596911214264911,1155,0.0489328543250238,0.00562259791379095,0.0433102564112329,497,0.0433102564111068,0,0.0433102564111068,1143,0.101404331298357,0.0100522492288766,0.0913520820694806,501,0.0913520820692594,0,0.0913520820692594,1092,121.431625387114,55.3775403903906,66.0540849967232,905,63.4645623359953,52.1692115023984,11.2953508335969
Bacteroides_coprocola_M16_DSM_17136_AND_Desulfovibrio_piger_ATCC_29098,1003,0.00685062953357027,0.00562259791398883,0.00122803161958144,764,0.00685062953327397,0.00562259791371935,0.00122803161955462,1003,0.00685062953321904,0.00562259791363761,0.00122803161958143,764,0.00685062953327397,0.00562259791371935,0.00122803161955462,1004,0.00685062953328937,0.00562259791363737,0.001228031619652,760,0.00685062953327402,0.0056225979137194,0.00122803161955462,1002,0.00685062953321888,0.00562259791363745,0.00122803161958143,764,0.00685062953327409,0.00562259791371946,0.00122803161955463,982,0.0321525816713602,0.0100522492284645,0.0221003324428957,767,0.032004204771546,0.0100522492280849,0.0219519555434611,962,90.973539483427,55.8334728704876,35.1400666129393,764,67.592781670933,35.4283386314767,32.1644430394563
Bacteroides_coprocola_M16_DSM_17136_AND_Dialister_invisus_DSM_15470,1042,0.00651837019298789,0.00562259791429245,0.000895772278695437,416,0.00562259791371935,0.00562259791371935,0,1043,0.020019141801785,0.00562259791363373,0.0143965438881513,469,0.00562259791371941,0.00562259791371941,0,1043,0.0212477291086016,0.00562259791425113,0.0156251311943505,411,0.0056225979137193,0.0056225979137193,0,1037,0.0122222208163498,0.00562259791350236,0.00659962290284746,469,0.00562259791371941,0.00562259791371941,0,1048,0.0110388726645962,0.0100522492303003,0.000986623434295857,892,0.0107319141706615,0.0100522492280849,0.000679664942576649,1027,71.6868003892996,64.7853885957847,6.90141179351489,877,57.3382251283535,54.3231427137515,3.01508241460192
Bacteroides_coprocola_M16_DSM_17136_AND_Dorea_longicatena_DSM_13814,878,0.0172083281463308,0.00562259791346021,0.0115857302328705,696,0.0167128792315113,0.00512714899864108,0.0115857302328703,878,0.0236158080247863,0.00562259791375348,0.0179932101110329,697,0.00843778236100092,0.00562259791371935,0.00281518444728157,840,0.0118181082945021,0.00562259791363753,0.00619551038086454,692,0.00843778236100088,0.00562259791371933,0.00281518444728155,877,0.0094699895316357,0.00562259791425123,0.00384739161738447,694,0.00946998953240445,0.00562259791371935,0.0038473916186851,887,0.0184531067892469,0.0100522492295239,0.00840085755972305,704,0.0184531067876245,0.0100522492280849,0.00840085755953968,855,102.944724349696,65.0706714691126,37.8740528805832,702,77.1390917710903,37.6374543827937,39.5016373882966
Bacteroides_coprocola_M16_DSM_17136_AND_Enterobacter_cloacae_EcWSU1,994,0.185783282412536,0,0.185783282412536,518,0.185783282412536,0,0.185783282412536,1021,0.106931496562196,0,0.106931496562196,921,0.0555432859536256,0.0056225979137193,0.0499206880399063,1021,0.0596911214264911,0,0.0596911214264911,529,0.0596911214264911,0,0.0596911214264911,1010,0.0578298124806704,0,0.0578298124806704,530,0.0578298124806704,0,0.0578298124806704,1080,6.72802626621454,0,6.72802626621454,534,6.72802626621454,0,6.72802626621454,1231,194.094970751183,43.5970799226859,150.497890828497,967,166.85287910481,37.3120911293599,129.54078797545
Bacteroides_coprocola_M16_DSM_17136_AND_Enterococcus_faecium_TX1330,873,0.0172083281465082,0.00562259791363763,0.0115857302328706,675,0.016712879231512,0.0051271489986414,0.0115857302328706,861,0.0236158080284627,0.00562259791431995,0.0179932101141428,676,0.0186058547599681,0.000612644648935165,0.0179932101110329,898,0.0118181082916055,0.00562259791394429,0.00619551037766119,669,0.0118181082913805,0.00562259791371935,0.00619551037766119,883,0.00946998953232258,0.00562259791363748,0.0038473916186851,674,0.00946998953240445,0.00562259791371935,0.0038473916186851,876,0.0187378204167291,0.0100522492275388,0.00868557118919032,290,0.0182215743440233,0,0.0182215743440233,839,113.828284698976,55.4257509821428,58.402533716833,694,76.5511343668396,38.2565179537019,38.2946164131377
Bacteroides_coprocola_M16_DSM_17136_AND_Escherichia_coli_str_K_12_substr_MG1655,890,0.0736648057456932,0,0.0736648057456932,736,0.0736648057456932,0.0056225979137193,0.0680422078319739,866,0.0575938825715284,0,0.0575938825715284,737,0.0575938825715284,0.0056225979137193,0.0519712846578091,958,0.0236680868564973,0,0.0236680868564973,794,0.0118181082913806,0.00562259791371941,0.00619551037766116,905,0.0458601209686777,0,0.0458601209686777,728,0.0458601209686777,0.00562259791371935,0.0402375230549583,978,5.33545044006795,0,5.33545044006795,816,0.294200023065282,0.00791350060169194,0.28628652246359,1172,187.713511993363,64.9948609207029,122.71865107266,841,139.856429259395,37.5908866988449,102.26554256055
Bacteroides_coprocola_M16_DSM_17136_AND_Eubacterium_rectale_M104_1,915,0.0736648057456932,0.0359353066349651,0.0377294991107281,682,0.00844466942076686,0.00562259791371935,0.00282207150704751,925,0.0575938825715284,0.0198643834596828,0.0377294991118456,682,0.00844466942076686,0.00562259791371935,0.00282207150704751,548,0.0236680868564973,0,0.0236680868564973,677,0.00844466942076691,0.0056225979137194,0.00282207150704751,924,0.0458601209686777,0.0191010941761381,0.0267590267925396,682,0.00844466942076686,0.00562259791371935,0.00282207150704751,548,0.0187378204167291,0,0.0187378204167291,298,0.0187378204167291,0,0.0187378204167291,853,125.83707417865,65.1977387621014,60.6393354165488,682,85.5512457938571,37.6374543827937,47.9137914110634
Bacteroides_coprocola_M16_DSM_17136_AND_Faecalibacterium_prausnitzii_L2_6,839,0.0172083281552461,0.00562259792237554,0.0115857302328705,677,0.0172083281465898,0.00562259791371925,0.0115857302328705,865,0.0236158080246755,0.00562259791364265,0.0179932101110329,679,0.0226564777350395,0.0056225979137193,0.0170338798213202,850,0.0118181082919122,0.00562259791425105,0.00619551037766117,671,0.0118181082913806,0.00562259791371943,0.00619551037766117,835,0.00946998953324299,0.00562259791455791,0.00384739161868509,675,0.00946998953240438,0.0056225979137193,0.00384739161868508,535,0.0187378204167291,0,0.0187378204167291,295,0.0187378204167291,0,0.0187378204167291,847,118.684203114309,59.6122683347325,59.0719347795761,691,88.7219879162534,49.0234495652243,39.6985383510291
Bacteroides_coprocola_M16_DSM_17136_AND_Fusobacterium_varium_ATCC_27725,1035,0.0172083281496002,0.0056225979139442,0.011585730235656,783,0.0169816956083144,0.00539596537544388,0.0115857302328705,1058,0.0236158080343969,0.00562259791425107,0.0179932101201459,788,0.0110706168888149,0.00562259791371935,0.00544801897509559,1012,0.0118181082932558,0.0056225979123915,0.00619551038086434,779,0.0110706168888151,0.0056225979137194,0.00544801897509568,1029,0.00946998954619337,0.00562259791425118,0.00384739163194219,782,0.0094699895324044,0.00562259791371925,0.00384739161868515,1038,0.0321722279932799,0.0100522492284595,0.0221199787648204,398,0.0182215743440233,0,0.0182215743440233,997,122.625402766096,57.4559371677049,65.169465598391,828,97.234026200774,42.6622823560768,54.5717438446972
Bacteroides_coprocola_M16_DSM_17136_AND_Haemophilus_parainfluenzae_T3T1,1161,0.0348419105912211,0.00562259791486488,0.0292193126763562,955,0.0102213418679803,0.00562259791371935,0.00459874395426097,1140,0.051001630705857,0.00562259791363759,0.0453790327922194,928,0.0484355336804255,0.00305650088820771,0.0453790327922178,1179,0.021247729107988,0.00562259791363759,0.0156251311943505,948,0.0102213418679807,0.00562259791371941,0.00459874395426128,1135,0.0153257531233779,0.00562259791363759,0.00970315520974031,950,0.012735382997917,0.00562259791371924,0.00711278508419776,1147,0.0353866634971001,0.010052249228758,0.0253344142683421,976,0.033814469869696,0.0100522492280848,0.0237622206416112,1132,145.008335476284,47.2132594446707,97.795076031613,963,109.51653765651,41.0331308863508,68.4834067701596
Bacteroides_coprocola_M16_DSM_17136_AND_Helicobacter_pylori_26695,968,0.0614075789688888,0.00562259791379099,0.0557849810550978,780,0.0560425049879041,0.00562259791371935,0.0504199070741847,632,0.0575938825715284,0,0.0575938825715284,377,0.0575938825715284,0,0.0575938825715284,610,0.0236680868564973,0,0.0236680868564973,780,0.0110644442366804,0.0056225979137193,0.00544184632296107,989,0.0323782072853832,0.00562259791402616,0.0267556093713571,785,0.00946998953240448,0.00562259791371941,0.00384739161868507,964,0.0317333121214293,0.0100522492290021,0.0216810628924272,376,0.0182215743440233,0,0.0182215743440233,944,103.954545549343,55.794701563093,48.1598439862496,787,69.9418734399242,38.9838577450922,30.958015694832
Bacteroides_coprocola_M16_DSM_17136_AND_Klebsiella_pneumoniae_pneumoniae_MGH78578,845,0.0736648057456932,0,0.0736648057456932,742,0.0736648057456932,0.00562259791371935,0.0680422078319738,819,0.0575938825715284,0,0.0575938825715284,744,0.0575938825715284,0.00562259791371941,0.051971284657809,837,0.0236680868564973,0,0.0236680868564973,778,0.0236680868564973,0.00562259791371942,0.0180454889427779,827,0.0458601209686777,0,0.0458601209686777,745,0.0458601209686777,0.0056225979137193,0.0402375230549584,1268,5.33545044006795,0.0286534921732032,5.30679694789475,767,2.67777746926206,0.0100522492280849,2.66772522003398,1056,157.297538046685,55.8334728704876,101.464065176197,801,118.649078390094,39.9935896033867,78.6554887867075
Bacteroides_coprocola_M16_DSM_17136_AND_Lactobacillus_mucosae_LM1,1038,0.00677717858718453,0.00562259791387276,0.00115458067331176,817,0.00677717858692191,0.00562259791371935,0.00115458067320256,994,0.00677717858716409,0.00562259791397834,0.00115458067318575,820,0.00677717858692191,0.00562259791371936,0.00115458067320256,1003,0.0067771785871718,0.00562259791398605,0.00115458067318576,813,0.00677717858692185,0.00562259791371929,0.00115458067320255,990,0.00677717858695128,0.00562259791363951,0.00115458067331176,820,0.00677717858692191,0.00562259791371935,0.00115458067320255,993,0.0126500557431902,0.0100522492284593,0.00259780651473094,827,0.0126500557427905,0.0100522492280848,0.00259780651470575,1017,102.673188753366,60.3290082054806,42.3441805478855,851,81.7725898191431,53.2172926083111,28.5552972108321
Bacteroides_coprocola_M16_DSM_17136_AND_Lactobacillus_reuteri_SD2112_ATCC_55730,867,0.0172083281465902,0.0056225979137193,0.0115857302328709,663,0.01720832814659,0.00562259791371941,0.0115857302328706,871,0.0236158080246704,0.00562259791363746,0.0179932101110329,662,0.00877579060961324,0.00562259791371925,0.00315319269589399,891,0.0118181082911988,0.00562259791353758,0.00619551037766119,657,0.00877579060961333,0.00562259791371934,0.00315319269589399,873,0.00946998953232274,0.00562259791363753,0.00384739161868521,656,0.00946998953240435,0.00562259791371925,0.0038473916186851,834,0.0224592792170781,0.0100522492284595,0.0124070299886186,672,0.0142479368987371,0.00184090691011844,0.0124070299886186,847,118.080157517739,53.414247732716,64.6659097850231,679,99.3366619328181,41.6678214889456,57.6688404438724
Bacteroides_coprocola_M16_DSM_17136_AND_Megasphaera_elsdenii_DSM_20460,1171,0.0348419105902984,0.00562259791394425,0.0292193126763542,937,0.0305257625545464,0.00130644988521729,0.0292193126693291,1166,0.0510016307143102,0.00562259791425096,0.0453790328000592,889,0.0459531797082594,0.00057414691604164,0.0453790327922178,1129,0.0212477291079349,0.00562259791358442,0.0156251311943505,906,0.0212477291080704,0.00562259791371941,0.015625131194351,1147,0.0153257531239908,0.00562259791425117,0.00970315520973962,909,0.0153257531234593,0.00562259791371935,0.00970315520973997,1301,6.73807851545617,0.0100522492290294,6.72802626622714,915,6.7380785154425,0.010052249228085,6.72802626621442,1087,125.786938235545,64.3551342800764,61.4318039554689,926,98.0140056883724,39.0606090739889,58.9533966143834
Bacteroides_coprocola_M16_DSM_17136_AND_Parabacteroides_distasonis_ATCC_8503,806,0.0318317653005746,0,0.0318317653005746,551,0.0318317653005746,0,0.0318317653005746,837,0.0318317653005746,0,0.0318317653005746,550,0.0318317653005746,0,0.0318317653005746,801,0.0318317653005746,0,0.0318317653005746,535,0.0318317653005746,0,0.0318317653005746,797,0.0318317653005746,0,0.0318317653005746,541,0.0318317653005746,0,0.0318317653005746,826,0.0218960201793722,0,0.0218960201793722,566,0.0167888282863063,0,0.0167888282863063,1167,119.614898767892,56.4561815741905,63.158717193702,974,92.1291663343857,51.4221380753441,40.7070282590416
Bacteroides_coprocola_M16_DSM_17136_AND_Parabacteroides_johnsonii_DSM_18315,992,0.0318372135256976,0.00562259791422066,0.0262146156114769,387,0.031837213525569,0,0.031837213525569,992,0.031837213525569,0.00562259791359629,0.0262146156119727,775,0.0318372135255689,0.0056225979137193,0.0262146156118496,983,0.0236680868564973,0.00226955407685527,0.021398532779642,381,0.0236680868564973,0,0.0236680868564973,995,0.031837213525569,0.00562259791394425,0.0262146156116247,786,0.031837213525569,0.00562259791371935,0.0262146156118496,989,0.0187378204167291,0.0100522492289915,0.0086855711877376,411,0.0187378204167291,0,0.0187378204167291,991,105.612411159396,59.72013113185,45.8922800275457,804,74.2869816642258,40.3618857020704,33.9250959621554
Bacteroides_coprocola_M16_DSM_17136_AND_Phascolarctobacterium_succinatutens_YIT_12067,957,0.00988993883391254,0.00562259791383145,0.0042673409200811,783,0.00698792486023622,0.00562259791371935,0.00136532694651687,942,0.00988993883391629,0.00562259791379089,0.0042673409201254,783,0.00701336750208507,0.00562259791371935,0.00139076958836572,947,0.00988993883510513,0.00562259791404814,0.00426734092105699,780,0.00814441347608415,0.00562259791371951,0.00252181556236464,947,0.00988332701412974,0.00562259791387267,0.00426072910025708,785,0.00664796972109945,0.00562259791371941,0.00102537180738005,976,0.0187378204167291,0.00971759201158807,0.00902022840514106,793,0.0102696641461723,0.010052249228085,0.000217414918087381,943,81.2275456481389,65.1651755593166,16.0623700888223,786,54.6744522131147,51.6082761561924,3.06617605692225
Bacteroides_coprocola_M16_DSM_17136_AND_Prevotella_ruminicola_23,777,0.0318317653005746,0,0.0318317653005746,522,0.0318317653005746,0,0.0318317653005746,790,0.0318317653005746,0,0.0318317653005746,527,0.0318317653005746,0,0.0318317653005746,802,0.0318317653005746,0,0.0318317653005746,528,0.0318317653005746,0,0.0318317653005746,871,0.0318317653005746,0,0.0318317653005746,528,0.0318317653005746,0,0.0318317653005746,1118,0.0214947643046528,0.00238067921180423,0.0191140850928486,896,0.0199086001013443,0.000794515008495763,0.0191140850928486,1082,126.699439397776,48.6293249979806,78.0701143997959,926,94.1174268887347,35.3635452759429,58.7538816127918
